Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"A Model-Driven Methodology Approach for Developing a Repository of Models","Model and Data Engineering","","","","10.1007/978-3-319-11587-0_5","Brahim Hamid","2014","http://link.springer.com/chapter/10.1007/978-3-319-11587-0_5","Chapter"
"Getting Agile Methods to Work for Cordys Global Software Product Development","New Studies in Global IT and Business Service Outsourcing","","","","10.1007/978-3-642-24815-3_8","Jos van HillegersbergGerwin LigtenbergMehmet N. Aydin","2011","http://link.springer.com/chapter/10.1007/978-3-642-24815-3_8","Chapter"
"Autonomic and Cognitive Architectures for the Internet of Things","Internet and Distributed Computing Systems","","","","10.1007/978-3-319-23237-9_5","Claudio SavaglioGiancarlo Fortino","2015","http://link.springer.com/chapter/10.1007/978-3-319-23237-9_5","Chapter"
"Towards Scalable Querying of Large-Scale Models","Modelling Foundations and Applications","","","","10.1007/978-3-319-09195-2_3","Konstantinos BarmpisDimitrios S. Kolovos","2014","http://link.springer.com/chapter/10.1007/978-3-319-09195-2_3","Chapter"
"Reconciling Event- and Agent-Based Paradigms in the Engineering of Complex Systems: The Role of Environment Abstractions","Agent Environments for Multi-Agent Systems IV","","","","10.1007/978-3-319-23850-0_8","Andrea OmiciniStefano Mariani","2015","http://link.springer.com/chapter/10.1007/978-3-319-23850-0_8","Chapter"
"Graph Pattern Matching as an Embedded Clojure DSL","Graph Transformation","","","","10.1007/978-3-319-21145-9_12","Tassilo Horn","2015","http://link.springer.com/chapter/10.1007/978-3-319-21145-9_12","Chapter"
"Applying AspectJ to Solve Problems with Persistence Frameworks","Evaluation of Novel Approaches to Software Engineering","","","","10.1007/978-3-642-23391-3_4","Uwe HohensteinMichael C. Jaeger","2011","http://link.springer.com/chapter/10.1007/978-3-642-23391-3_4","Chapter"
"Lifelong Automated Testing: A Collaborative Framework for Checking Industrial Products Along Their Lifecycle","Digital Information and Communication Technology and Its Applications","","","","10.1007/978-3-642-22027-2_8","Thomas TamisierFernand Feltz","2011","http://link.springer.com/chapter/10.1007/978-3-642-22027-2_8","Chapter"
"The Role of Twitter in YouTube Videos Diffusion","Web Information Systems Engineering - WISE 2012","","","","10.1007/978-3-642-35063-4_31","George ChristodoulouChryssis GeorgiouGeorge Pallis","2012","http://link.springer.com/chapter/10.1007/978-3-642-35063-4_31","Chapter"
"Interacting with Intelligent Digital Twins","Design, User Experience, and Usability. User Experience in Advanced Technological Environments","","","","10.1007/978-3-030-23541-3_1","Alexie DingliFoaad Haddod","2019","http://link.springer.com/chapter/10.1007/978-3-030-23541-3_1","Chapter"
"ETOMIC Advanced Network Monitoring System for Future Internet Experimentation","Testbeds and Research Infrastructures. Development of Networks and Communities","","","","10.1007/978-3-642-17851-1_20","István CsabaiAttila FeketePéter HágaBéla HullárGábor KuruczSándor LakiPéter MátrayJózsef StégerGábor VattayFelix EspinaSantiago Garcia-JimenezMikel IzalEduardo MagañaDaniel MoratóJavier AracilFrancisco Gómez","2011","http://link.springer.com/chapter/10.1007/978-3-642-17851-1_20","Chapter"
"Language Enrichment for Resilient MDE","Software Engineering for Resilient Systems","","","","10.1007/978-3-642-33176-3_6","Yasir Imtiaz KhanMatteo Risoldi","2012","http://link.springer.com/chapter/10.1007/978-3-642-33176-3_6","Chapter"
"DynaSoRe: Efficient In-Memory Store for Social Applications","Middleware 2013","","","","10.1007/978-3-642-45065-5_22","Xiao BaiArnaud JégouFlavio JunqueiraVincent Leroy","2013","http://link.springer.com/chapter/10.1007/978-3-642-45065-5_22","Chapter"
"Synchronization Abstractions and Separation of Concerns as Key Aspects to the Interoperability in IoT","Interoperability, Safety and Security in IoT","","","","10.1007/978-3-319-52727-7_4","Marcio Ferreira MorenoRenato CerqueiraSérgio Colcher","2017","http://link.springer.com/chapter/10.1007/978-3-319-52727-7_4","Chapter"
"Change-Driven Model Transformations","Model Driven Engineering Languages and Systems","","","","10.1007/978-3-642-04425-0_26","István RáthGergely VarróDániel Varró","2009","http://link.springer.com/chapter/10.1007/978-3-642-04425-0_26","Chapter"
"Fostering Innovation Through Coopetition: The E015 Digital Ecosystem","Engineering the Web in the Big Data Era","","","","10.1007/978-3-319-19890-3_44","Maurilio ZuccalàIrene Celino","2015","http://link.springer.com/chapter/10.1007/978-3-319-19890-3_44","Chapter"
"Re-provisioning of Cloud-Based Execution Infrastructure Using the Cloud-Aware Provenance to Facilitate Scientific Workflow Execution Reproducibility","Cloud Computing and Services Science","","","","10.1007/978-3-319-29582-4_5","Khawar HashamKamran MunirRichard McClatcheyJetendr Shamdasani","2016","http://link.springer.com/chapter/10.1007/978-3-319-29582-4_5","Chapter"
"Hybrid Approach Combining Model-Based Method with the Technology of Machine Learning for Forecasting of Dangerous Weather Phenomena","Computational Science and Its Applications – ICCSA 2017","","","","10.1007/978-3-319-62404-4_37","Elena N. StankovaIrina A. GrechkoYana N. KachalkinaEvgeny V. Khvatkov","2017","http://link.springer.com/chapter/10.1007/978-3-319-62404-4_37","Chapter"
"Rigorous Engineering of Collective Adaptive Systems Introduction to the 2nd Track Edition","Leveraging Applications of Formal Methods, Verification and Validation. Distributed Systems","","","","10.1007/978-3-030-03424-5_1","Rocco De NicolaStefan JähnichenMartin Wirsing","2018","http://link.springer.com/chapter/10.1007/978-3-030-03424-5_1","Chapter"
"Deploying Search Based Software Engineering with Sapienz at Facebook","Search-Based Software Engineering","","","","10.1007/978-3-319-99241-9_1","Nadia AlshahwanXinbo GaoMark HarmanYue JiaKe MaoAlexander MolsTaijin TeiIlya Zorin","2018","http://link.springer.com/chapter/10.1007/978-3-319-99241-9_1","Chapter"
"Towards a Pervasive Infrastructure for Chemical-Inspired Self-organising Services","Self-Organizing Architectures","","","","10.1007/978-3-642-14412-7_8","Mirko ViroliMatteo CasadeiElena NardiniAndrea Omicini","2010","http://link.springer.com/chapter/10.1007/978-3-642-14412-7_8","Chapter"
"A Lightweight Component-Based Reconfigurable Middleware Architecture and State Ontology for Fault Tolerant Embedded Systems","Sensor Systems and Software","","","","10.1007/978-3-642-23583-2_8","Jagun KwonStephen Hailes","2011","http://link.springer.com/chapter/10.1007/978-3-642-23583-2_8","Chapter"
"Definition and Visualization of Virtual Meta-model Extensions with a Facet Framework","Model-Driven Engineering and Software Development","","","","10.1007/978-3-030-11030-7_6","Jonathan PepinPascal AndréChristian AttiogbéErwan Breton","2019","http://link.springer.com/chapter/10.1007/978-3-030-11030-7_6","Chapter"
"Reducing the Verbosity of Imperative Model Refinements by Using General-Purpose Language Facilities","Theory and Practice of Model Transformation","","","","10.1007/978-3-319-61473-1_2","Christopher GerkingDavid SchubertIngo Budde","2017","http://link.springer.com/chapter/10.1007/978-3-319-61473-1_2","Chapter"
"Detection of Seed Methods for Quantification of Feature Confinement","Objects, Models, Components, Patterns","","","","10.1007/978-3-642-30561-0_18","Andrzej OlszakEric BouwersBo Nørregaard JørgensenJoost Visser","2012","http://link.springer.com/chapter/10.1007/978-3-642-30561-0_18","Chapter"
"Survey on Concern Separation in Service Integration","SOFSEM 2016: Theory and Practice of Computer Science","","","","10.1007/978-3-662-49192-8_42","Tomas CernyMichael J. Donahoo","2016","http://link.springer.com/chapter/10.1007/978-3-662-49192-8_42","Chapter"
"Bidirectional Transformations: A Cross-Discipline Perspective","Theory and Practice of Model Transformations","","","","10.1007/978-3-642-02408-5_19","Krzysztof CzarneckiJ. Nathan FosterZhenjiang HuRalf LämmelAndy SchürrJames F. Terwilliger","2009","http://link.springer.com/chapter/10.1007/978-3-642-02408-5_19","Chapter"
"Stepwise Adoption of Continuous Delivery in Model-Driven Engineering","Software Engineering Aspects of Continuous Development and New Paradigms of Software Production and Deployment","","","","10.1007/978-3-030-06019-0_2","Jokin GarciaJordi Cabot","2019","http://link.springer.com/chapter/10.1007/978-3-030-06019-0_2","Chapter"
"A Model-driven Approach for the Generation of Customizable Model Migrations","Model-Driven Engineering and Software Development","","","","10.1007/978-3-319-27869-8_4","Paola VallejoMickaël KerboeufJean-Philippe Babau","2015","http://link.springer.com/chapter/10.1007/978-3-319-27869-8_4","Chapter"
"A Two-Phase Static Analysis for Reliable Adaptation","Software Engineering and Formal Methods","","","","10.1007/978-3-319-10431-7_28","Pierpaolo DeganoGian-Luigi FerrariLetterio Galletta","2014","http://link.springer.com/chapter/10.1007/978-3-319-10431-7_28","Chapter"
"CloudFIT, a PaaS Platform for IoT Applications over Pervasive Networks","Advances in Service-Oriented and Cloud Computing","","","","10.1007/978-3-319-33313-7_2","Luiz Angelo SteffenelManuele Kirch Pinheiro","2016","http://link.springer.com/chapter/10.1007/978-3-319-33313-7_2","Chapter"
"LSD Dimensions: Use and Reuse of Linked Statistical Data","Knowledge Engineering and Knowledge Management","","","","10.1007/978-3-319-17966-7_22","Albert Meroño-Peñuela","2015","http://link.springer.com/chapter/10.1007/978-3-319-17966-7_22","Chapter"
"Interconnecting and Monitoring Heterogeneous Things in IoT Applications","Web Engineering","","","","10.1007/978-3-319-91662-0_39","Patient NtumbaGeorgios BouloukakisNikolaos Georgantas","2018","http://link.springer.com/chapter/10.1007/978-3-319-91662-0_39","Chapter"
"Service Component Architecture Extensions for Dynamic Systems","Service-Oriented Computing","","","","10.1007/978-3-642-34321-6_3","João Claudio AméricoDidier Donsez","2012","http://link.springer.com/chapter/10.1007/978-3-642-34321-6_3","Chapter"
"Architecture Decision-Making in Support of Complexity Control","Software Architecture","","","","10.1007/978-3-642-15114-9_50","Andrzej ZalewskiSzymon Kijas","2010","http://link.springer.com/chapter/10.1007/978-3-642-15114-9_50","Chapter"
"A Formal Approach to the Engineering of Domain-Specific Distributed Systems","Coordination Models and Languages","","","","10.1007/978-3-319-92408-3_5","Rocco De NicolaGianluigi FerrariRosario PuglieseFrancesco Tiezzi","2018","http://link.springer.com/chapter/10.1007/978-3-319-92408-3_5","Chapter"
"Enabling the Interconnection of Smart Devices Through Semantic Web Techniques","Web Engineering","","","","10.1007/978-3-030-19274-7_41","Daniel Flores-MartinJavier BerrocalJosé Garcí­a-AlonsoCarlos CanalJuan M. Murillo","2019","http://link.springer.com/chapter/10.1007/978-3-030-19274-7_41","Chapter"
"Applying MTC and Femtocell Technologies to the Continua Health Reference Architecture","Grid and Pervasive Computing Workshops","","","","10.1007/978-3-642-27916-4_12","Edward Mutafungwa","2012","http://link.springer.com/chapter/10.1007/978-3-642-27916-4_12","Chapter"
"Investigating Relationships Between FLOSS Foundations and FLOSS Projects","Open Source Systems: Towards Robust Practices","","","","10.1007/978-3-319-57735-7_2","Juho LindmanImed Hammouda","2017","http://link.springer.com/chapter/10.1007/978-3-319-57735-7_2","Chapter"
"A Flexible Semantic KPI Measurement System","Cloud Computing and Service Science","","","","10.1007/978-3-319-94959-8_13","Kyriakos KritikosDimitris PlexousakisRobert Woitch","2018","http://link.springer.com/chapter/10.1007/978-3-319-94959-8_13","Chapter"
"Canonical Method Names for Java","Software Language Engineering","","","","10.1007/978-3-642-19440-5_14","Einar W. HøstBjarte M. Østvold","2011","http://link.springer.com/chapter/10.1007/978-3-642-19440-5_14","Chapter"
"Standardization as a Business Ecosystem Enabler","Service-Oriented Computing – ICSOC 2008 Workshops","","","","10.1007/978-3-642-01247-1_30","Paul L. BannermanLiming Zhu","2009","http://link.springer.com/chapter/10.1007/978-3-642-01247-1_30","Chapter"
"The 4x6 Tiered Architecture Method: An Approach to the Design of Enterprise Solutions","Advanced Information Systems Engineering Workshops","","","","10.1007/978-3-642-31069-0_16","Ethan HadarIrit HadarGabriel M. SilbermanJohn J. Harrison Jr.","2012","http://link.springer.com/chapter/10.1007/978-3-642-31069-0_16","Chapter"
"Using a Lifecycle Model for Developing and Executing Adaptable Interactive Distributed Applications","Towards a Service-Based Internet","","","","10.1007/978-3-642-17694-4_15","D. MeiländerS. GorlatchC. CappielloV. MazzaR. KazhamiakinA. Bucchiarone","2010","http://link.springer.com/chapter/10.1007/978-3-642-17694-4_15","Chapter"
"Contracts in Practice","FM 2014: Formal Methods","","","","10.1007/978-3-319-06410-9_17","H. -Christian EstlerCarlo A. FuriaMartin NordioMarco PiccioniBertrand Meyer","2014","http://link.springer.com/chapter/10.1007/978-3-319-06410-9_17","Chapter"
"A Cellular Automata-Ready GIS Infrastructure for Geosimulation and Territorial Analysis","Computational Science and Its Applications – ICCSA 2009","","","","10.1007/978-3-642-02454-2_22","Ivan BlecicAndrea BorrusoArnaldo CecchiniAntonio D’ArgenioFabio MontagninoGiuseppe A. Trunfio","2009","http://link.springer.com/chapter/10.1007/978-3-642-02454-2_22","Chapter"
"Making the Case for Centralized Software Architecture Management","Software Quality. The Future of Systems- and Software Development","","","","10.1007/978-3-319-27033-3_8","Georg BuchgeherRainer WeinreichThomas Kriechbaum","2016","http://link.springer.com/chapter/10.1007/978-3-319-27033-3_8","Chapter"
"Dynamic Topic-Based Sentiment Analysis of Large-Scale Online News","Web Information Systems Engineering – WISE 2016","","","","10.1007/978-3-319-48743-4_1","Peng LiuJon Atle GullaLemei Zhang","2016","http://link.springer.com/chapter/10.1007/978-3-319-48743-4_1","Chapter"
"Volatile Functionality in Action: Methods, Techniques and Assessment","Web Engineering","","","","10.1007/978-3-319-38791-8_4","Darian FrajbergMatías UrbietaGustavo RossiWieland Schwinger","2016","http://link.springer.com/chapter/10.1007/978-3-319-38791-8_4","Chapter"
"Operational Semantics of an Extension of ODRL Able to Express Obligations","Multi-Agent Systems and Agreement Technologies","","","","10.1007/978-3-030-01713-2_13","Nicoletta FornaraMarco Colombetti","2018","http://link.springer.com/chapter/10.1007/978-3-030-01713-2_13","Chapter"
"Transactional Web Services Composition: A Genetic Algorithm Approach","Software Engineering and Computer Systems","","","","10.1007/978-3-642-22170-5_20","Yong-Yi FanJiangYang SyuShang-Pin MaJong-Yih Kuo","2011","http://link.springer.com/chapter/10.1007/978-3-642-22170-5_20","Chapter"
"Software Architecture Measurement—Experiences from a Multinational Company","Software Architecture","","","","10.1007/978-3-030-00761-4_20","Wensheng WuYuanfang CaiRick KazmanRan MoZhipeng LiuRongbiao ChenYingan GeWeicai LiuJunhui Zhang","2018","http://link.springer.com/chapter/10.1007/978-3-030-00761-4_20","Chapter"
