Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Controlling of communication connection range using acoustic waves emitted from smartphones,Journal of Reliable Intelligent Environments,,4,2,10.1007/s40860-018-0059-0,Satoshi MoriyamaYuusuke KawakitaJunji TakahashiYoshito Tobe,2018,http://link.springer.com/article/10.1007/s40860-018-0059-0,Article
Model-driven generation of runtime checks for system properties,International Journal on Software Tools for Technology Transfer,,18,1,10.1007/s10009-014-0325-2,Mauro PezzéJochen Wuttke,2016,http://link.springer.com/article/10.1007/s10009-014-0325-2,Article
Efficient Methods for Trace Analysis Parallelization,International Journal of Parallel Programming,,,,10.1007/s10766-019-00631-4,Fabien Reumont-LockeNaser Ezzati-JivanMichel R. Dagenais,2019,http://link.springer.com/article/10.1007/s10766-019-00631-4,Article
High Speed Cycle-Approximate Simulation of Embedded Cache-Incoherent and Coherent Chip-Multiprocessors,International Journal of Parallel Programming,,46,6,10.1007/s10766-018-0566-x,Christopher ThompsonMiles GouldNigel Topham,2018,http://link.springer.com/article/10.1007/s10766-018-0566-x,Article
A mechanism for discovering semantic relationships among agent communication protocols,Autonomous Agents and Multi-Agent Systems,,23,3,10.1007/s10458-010-9154-1,Idoia BergesJesús BermúdezAlfredo GoñiArantza Illarramendi,2011,http://link.springer.com/article/10.1007/s10458-010-9154-1,Article
Using frame semantics for classifying and summarizing application store reviews,Empirical Software Engineering,,23,6,10.1007/s10664-018-9605-x,Nishant JhaAnas Mahmoud,2018,http://link.springer.com/article/10.1007/s10664-018-9605-x,Article
A global generic architecture for the future Internet of Things,Service Oriented Computing and Applications,,11,3,10.1007/s11761-017-0213-1,Wei WangKevin LeeDavid Murray,2017,http://link.springer.com/article/10.1007/s11761-017-0213-1,Article
Studying the difference between natural and programming language corpora,Empirical Software Engineering,,,,10.1007/s10664-018-9669-7,Casey CasalnuovoKenji SagaePrem Devanbu,2019,http://link.springer.com/article/10.1007/s10664-018-9669-7,Article
Identification of generalization refactoring opportunities,Automated Software Engineering,,20,1,10.1007/s10515-012-0100-0,Hui LiuZhendong NiuZhiyi MaWeizhong Shao,2013,http://link.springer.com/article/10.1007/s10515-012-0100-0,Article
Linguistic antipatterns: what they are and how developers perceive them,Empirical Software Engineering,,21,1,10.1007/s10664-014-9350-8,Venera ArnaoudovaMassimiliano Di PentaGiuliano Antoniol,2016,http://link.springer.com/article/10.1007/s10664-014-9350-8,Article
Regular and context-free nominal traces,Acta Informatica,,54,4,10.1007/s00236-016-0261-6,Pierpaolo DeganoGian-Luigi FerrariGianluca Mezzetti,2017,http://link.springer.com/article/10.1007/s00236-016-0261-6,Article
Investigating the relation between lexical smells and change- and fault-proneness: an empirical study,Software Quality Journal,,25,3,10.1007/s11219-016-9318-6,Latifa GuerroujZeinab KermansaraviVenera ArnaoudovaBenjamin C. M. FungFoutse KhomhGiuliano AntoniolYann-Gaël Guéhéneuc,2017,http://link.springer.com/article/10.1007/s11219-016-9318-6,Article
View-based model-driven software development with ModelJoin,Software & Systems Modeling,,15,2,10.1007/s10270-014-0413-5,Erik BurgerJörg HenssMartin KüsterSteffen KruseLucia Happe,2016,http://link.springer.com/article/10.1007/s10270-014-0413-5,Article
Milepost GCC: Machine Learning Enabled Self-tuning Compiler,International Journal of Parallel Programming,,39,3,10.1007/s10766-010-0161-2,Grigori FursinYuriy KashnikovAbdul Wahid MemonZbigniew ChamskiOlivier TemamMircea NamolaruElad Yom-TovBilha MendelsonAyal ZaksEric CourtoisFrancois BodinPhil BarnardElton AshtonEdwin BonillaJohn ThomsonChristopher K. I. Williams,2011,http://link.springer.com/article/10.1007/s10766-010-0161-2,Article
Are web applications more defect-prone than desktop applications?,International Journal on Software Tools for Technology Transfer,,13,2,10.1007/s10009-010-0182-6,Marco TorchianoFilippo RiccaAlessandro Marchetto,2011,http://link.springer.com/article/10.1007/s10009-010-0182-6,Article
Incremental execution of model-to-text transformations using property access traces,Software & Systems Modeling,,18,1,10.1007/s10270-018-0666-5,Babajide OgunyomiLouis M. RoseDimitrios S. Kolovos,2019,http://link.springer.com/article/10.1007/s10270-018-0666-5,Article
Profiling the operational behavior of OS device drivers,Empirical Software Engineering,,15,4,10.1007/s10664-009-9122-z,Constantin SârbuAndréas JohanssonNeeraj SuriNachiappan Nagappan,2010,http://link.springer.com/article/10.1007/s10664-009-9122-z,Article
Model refactoring using MoTMoT,International Journal on Software Tools for Technology Transfer,,12,3 - 4,10.1007/s10009-010-0147-9,Olaf MuliawanDirk Janssens,2010,http://link.springer.com/article/10.1007/s10009-010-0147-9,Article
UML model refactoring: a systematic literature review,Empirical Software Engineering,,20,1,10.1007/s10664-013-9283-7,Mohammed MisbhauddinMohammad Alshayeb,2015,http://link.springer.com/article/10.1007/s10664-013-9283-7,Article
"Integrating information retrieval, execution and link analysis algorithms to improve feature location in software",Empirical Software Engineering,,18,2,10.1007/s10664-011-9194-4,Bogdan DitMeghan RevelleDenys Poshyvanyk,2013,http://link.springer.com/article/10.1007/s10664-011-9194-4,Article
Employing information technologies based on .NET XNA framework for developing a virtual physical laboratory with elements of 3D computer modeling,Programming and Computer Software,,43,3,10.1134/S0361768817030045,Y. A. DainekoM. T. IpalakovaZh. Zh. Bolatov,2017,http://link.springer.com/article/10.1134/S0361768817030045,Article
Software Design Smell Detection: a systematic mapping study,Software Quality Journal,,,,10.1007/s11219-018-9424-8,Khalid AlkharabshehYania CrespoEsperanza MansoJosé A. Taboada,2018,http://link.springer.com/article/10.1007/s11219-018-9424-8,Article
Change propagation and bidirectionality in internal transformation DSLs,Software & Systems Modeling,,18,1,10.1007/s10270-017-0617-6,Georg HinkelErik Burger,2019,http://link.springer.com/article/10.1007/s10270-017-0617-6,Article
An exploratory study on assessing the energy impact of logging on Android applications,Empirical Software Engineering,,23,3,10.1007/s10664-017-9545-x,Shaiful ChowdhurySilvia Di NardoAbram HindleZhen Ming (Jack) Jiang,2018,http://link.springer.com/article/10.1007/s10664-017-9545-x,Article
Improving the pull requests review process using learning-to-rank algorithms,Empirical Software Engineering,,,,10.1007/s10664-019-09696-8,Guoliang ZhaoDaniel Alencar da CostaYing Zou,2019,http://link.springer.com/article/10.1007/s10664-019-09696-8,Article
Gender differences in participation and reward on Stack Overflow,Empirical Software Engineering,,,,10.1007/s10664-019-09685-x,Anna MayJohannes WachsAnikó Hannák,2019,http://link.springer.com/article/10.1007/s10664-019-09685-x,Article
Empowering OCL research: a large-scale corpus of open-source data from GitHub,Empirical Software Engineering,,24,3,10.1007/s10664-018-9641-6,Josh G. M. MengerinkJeroen NotenAlexander Serebrenik,2019,http://link.springer.com/article/10.1007/s10664-018-9641-6,Article
Software and systems modeling with graph transformations theme issue of the Journal on Software and Systems Modeling,Software & Systems Modeling,,13,1,10.1007/s10270-012-0254-z,Andy SchürrArend Rensink,2014,http://link.springer.com/article/10.1007/s10270-012-0254-z,Article
Method-level code clone detection through LWH (Light Weight Hybrid) approach,Journal of Software Engineering Research and Development,,2,1,10.1186/s40411-014-0012-8,Egambaram KodhaiSelvadurai Kanmani,2014,http://link.springer.com/article/10.1186/s40411-014-0012-8,Article
"Agent-based architectural framework enhancing configurability, autonomy and scalability of context-aware pervasive services",Autonomous Agents and Multi-Agent Systems,,21,1,10.1007/s10458-009-9101-1,Nikolaos DimakisJohn SoldatosLazaros PolymenakosAxel BürkleUwe PfirrmannGerhard Sutschet,2010,http://link.springer.com/article/10.1007/s10458-009-9101-1,Article
cregit: Token-level blame information in git version control repositories,Empirical Software Engineering,,,,10.1007/s10664-019-09704-x,Daniel M. GermanBram AdamsKate Stewart,2019,http://link.springer.com/article/10.1007/s10664-019-09704-x,Article
Service Orientation and the Smart Grid state and trends,Service Oriented Computing and Applications,,6,3,10.1007/s11761-012-0117-z,Giuliano Andrea PaganiMarco Aiello,2012,http://link.springer.com/article/10.1007/s11761-012-0117-z,Article
A4WSN: an architecture-driven modelling platform for analysing and developing WSNs,Software & Systems Modeling,,18,4,10.1007/s10270-018-0687-0,Ivano MalavoltaLeonardo MostardaHenry MucciniEnver EverKrishna DoddapaneniOrhan Gemikonakli,2019,http://link.springer.com/article/10.1007/s10270-018-0687-0,Article
A verified catalogue of OCL optimisations,Software & Systems Modeling,,,,10.1007/s10270-019-00740-1,Jesús Sánchez Cuadrado,2019,http://link.springer.com/article/10.1007/s10270-019-00740-1,Article
Test descriptions with ETSI TDL,Software Quality Journal,,27,2,10.1007/s11219-018-9423-9,Philip MakedonskiGusztáv AdamisMartti KäärikFinn KristoffersenMichele CarignaniAndreas UlrichJens Grabowski,2019,http://link.springer.com/article/10.1007/s11219-018-9423-9,Article
Cloud Computing: a Perspective Study,New Generation Computing,,28,2,10.1007/s00354-008-0081-5,Lizhe WangGregor von LaszewskiAndrew YoungeXi HeMarcel KunzeJie TaoCheng Fu,2010,http://link.springer.com/article/10.1007/s00354-008-0081-5,Article
A Parallel Implementation of ALE Moving Mesh Technique for FSI Problems using OpenMP,International Journal of Parallel Programming,,39,6,10.1007/s10766-011-0168-3,Masroor HussainMuhammad AbidMushtaq AhmadAshfaq KhokharArif Masud,2011,http://link.springer.com/article/10.1007/s10766-011-0168-3,Article
"Cheap talk, cooperation, and trust in global software engineering",Empirical Software Engineering,,21,6,10.1007/s10664-015-9407-3,Yi WangDavid Redmiles,2016,http://link.springer.com/article/10.1007/s10664-015-9407-3,Article
An experimental search-based approach to cohesion metric evaluation,Empirical Software Engineering,,22,1,10.1007/s10664-016-9427-7,Mel Ó CinnéideIman Hemati MoghadamMark HarmanSteve CounsellLaurence Tratt,2017,http://link.springer.com/article/10.1007/s10664-016-9427-7,Article
Partially distributed coordination with Reo and constraint automata,Service Oriented Computing and Applications,,9,3 - 4,10.1007/s11761-015-0177-y,Sung-Shik T. Q. JongmansFrancesco SantiniFarhad Arbab,2015,http://link.springer.com/article/10.1007/s11761-015-0177-y,Article
Resolving model inconsistencies using automated regression planning,Software & Systems Modeling,,14,1,10.1007/s10270-013-0317-9,Jorge Pinna PuissantRagnhild Van Der StraetenTom Mens,2015,http://link.springer.com/article/10.1007/s10270-013-0317-9,Article
Notes on Cloud computing principles,Journal of Cloud Computing,,3,1,10.1186/s13677-014-0021-5,Thomas SandholmDongman Lee,2014,http://link.springer.com/article/10.1186/s13677-014-0021-5,Article
Clouds in Space: Scientific Computing using Windows Azure,"Journal of Cloud Computing: Advances, Systems and Applications",,2,1,10.1186/2192-113X-2-2,Steven J JohnstonNeil S O’BrienHugh G LewisElizabeth E HartAdam WhiteSimon J Cox,2013,http://link.springer.com/article/10.1186/2192-113X-2-2,Article
Improved usability and performance of SMT solvers for debugging specifications,International Journal on Software Tools for Technology Transfer,,12,6,10.1007/s10009-010-0138-x,David R. Cok,2010,http://link.springer.com/article/10.1007/s10009-010-0138-x,Article
Current challenges in automatic software repair,Software Quality Journal,,21,3,10.1007/s11219-013-9208-0,Claire Le GouesStephanie ForrestWestley Weimer,2013,http://link.springer.com/article/10.1007/s11219-013-9208-0,Article
Security modeling for service-oriented systems using security pattern refinement approach,Software & Systems Modeling,,13,2,10.1007/s10270-012-0268-6,Mukhtiar MemonGordhan D. MenghwarMansoor H. DeparAkhtar A. JalbaniWaqar M. Mashwani,2014,http://link.springer.com/article/10.1007/s10270-012-0268-6,Article
The effect of requests for user feedback on Quality of Experience,Software Quality Journal,,26,2,10.1007/s11219-017-9373-7,Farnaz FotrousiSamuel A. FrickerMarkus Fiedler,2018,http://link.springer.com/article/10.1007/s11219-017-9373-7,Article
An empirical study of the long duration of continuous integration builds,Empirical Software Engineering,,,,10.1007/s10664-019-09695-9,Taher Ahmed GhalebDaniel Alencar da CostaYing Zou,2019,http://link.springer.com/article/10.1007/s10664-019-09695-9,Article
Instrumenting multi-agent organisations with organisational artifacts and agents,Autonomous Agents and Multi-Agent Systems,,20,3,10.1007/s10458-009-9084-y,Jomi F. HübnerOlivier BoissierRosine KitioAlessandro Ricci,2010,http://link.springer.com/article/10.1007/s10458-009-9084-y,Article
Design and implementation of a domain-aware data model for pervasive context information,Computer Science - Research and Development,,24,1 - 2,10.1007/s00450-009-0060-1,Nicola HönleMatthias GrossmannDaniela NicklasBernhard Mitschang,2009,http://link.springer.com/article/10.1007/s00450-009-0060-1,Article
"QoC
                
                  
                
                $$^{2}$$
                
                  
                    
                      
                      2
                    
                  
                
              Breaker: intelligent software circuit breakers for fault-tolerant distributed context-aware applications",Journal of Reliable Intelligent Environments,,3,1,10.1007/s40860-017-0037-y,Davy PreuveneersWouter Joosen,2017,http://link.springer.com/article/10.1007/s40860-017-0037-y,Article
Scenario-based and value-based specification mining: better together,Automated Software Engineering,,19,4,10.1007/s10515-012-0103-x,David LoShahar Maoz,2012,http://link.springer.com/article/10.1007/s10515-012-0103-x,Article
"Data sets describing the circle of life in Ruby hosting, 2003–2016",Empirical Software Engineering,,23,2,10.1007/s10664-017-9581-6,Megan Squire,2018,http://link.springer.com/article/10.1007/s10664-017-9581-6,Article
Supporting aspect orientation in business process management,Software & Systems Modeling,,16,3,10.1007/s10270-015-0496-7,Amin JalaliChun OuyangPetia WohedPaul Johannesson,2017,http://link.springer.com/article/10.1007/s10270-015-0496-7,Article
A systematic literature review of service choreography adaptation,Service Oriented Computing and Applications,,7,3,10.1007/s11761-012-0125-z,Leonardo A. F. LeiteGustavo Ansaldi OlivaGuilherme M. NogueiraMarco Aurélio GerosaFabio KonDejan S. Milojicic,2013,http://link.springer.com/article/10.1007/s11761-012-0125-z,Article
Model checking LTL properties over ANSI-C programs with bounded traces,Software & Systems Modeling,,14,1,10.1007/s10270-013-0366-0,Jeremy MorseLucas CordeiroDenis NicoleBernd Fischer,2015,http://link.springer.com/article/10.1007/s10270-013-0366-0,Article
High Level Data Structures for GPGPU Programming in a Statically Typed Language,International Journal of Parallel Programming,,45,2,10.1007/s10766-016-0424-7,Mathias BourgoinEmmanuel ChaillouxJean-Luc Lamotte,2017,http://link.springer.com/article/10.1007/s10766-016-0424-7,Article
Evolving robust networks for systems-of-systems: is it viable for large networks?,Empirical Software Engineering,,19,5,10.1007/s10664-013-9295-3,Jonathan M. AitkenRob AlexanderTim KellySimon Poulding,2014,http://link.springer.com/article/10.1007/s10664-013-9295-3,Article
Classifying code comments in Java software systems,Empirical Software Engineering,,24,3,10.1007/s10664-019-09694-w,Luca PascarellaMagiel BruntinkAlberto Bacchelli,2019,http://link.springer.com/article/10.1007/s10664-019-09694-w,Article
Estimating the number of remaining links in traceability recovery,Empirical Software Engineering,,22,3,10.1007/s10664-016-9460-6,Davide FalessiMassimiliano Di PentaGerardo CanforaGiovanni Cantone,2017,http://link.springer.com/article/10.1007/s10664-016-9460-6,Article
Synchronization of abstract and concrete syntax in domain-specific modeling languages,Software & Systems Modeling,,9,4,10.1007/s10270-009-0122-7,István RáthAndrás ÖkrösDániel Varró,2010,http://link.springer.com/article/10.1007/s10270-009-0122-7,Article
On the relation of control-flow and performance feature interactions: a case study,Empirical Software Engineering,,,,10.1007/s10664-019-09705-w,Sergiy KolesnikovNorbert SiegmundChristian KästnerSven Apel,2019,http://link.springer.com/article/10.1007/s10664-019-09705-w,Article
An empirical study of crash-inducing commits in Mozilla Firefox,Software Quality Journal,,26,2,10.1007/s11219-017-9361-y,Le AnFoutse KhomhYann-Gaël Guéhéneuc,2018,http://link.springer.com/article/10.1007/s11219-017-9361-y,Article
Are tweets useful in the bug fixing process? An empirical study on Firefox and Chrome,Empirical Software Engineering,,23,3,10.1007/s10664-017-9559-4,Mariam El MezouarFeng ZhangYing Zou,2018,http://link.springer.com/article/10.1007/s10664-017-9559-4,Article
Symbolic verification of event–condition–action rules in intelligent environments,Journal of Reliable Intelligent Environments,,3,2,10.1007/s40860-017-0036-z,Claudia VannucchiMichelangelo DiamantiGianmarco MazzanteDiletta CacciagranoRosario CulmoneNikos GorogiannisLeonardo MostardaFranco Raimondi,2017,http://link.springer.com/article/10.1007/s40860-017-0036-z,Article
An investigation of misunderstanding code patterns in C open-source software projects,Empirical Software Engineering,,,,10.1007/s10664-018-9666-x,Flávio MedeirosGabriel LimaGuilherme AmaralSven ApelChristian KästnerMárcio RibeiroRohit Gheyi,2018,http://link.springer.com/article/10.1007/s10664-018-9666-x,Article
Full contract verification for ATL using symbolic execution,Software & Systems Modeling,,17,3,10.1007/s10270-016-0548-7,Bentley James OakesJavier TroyaLevi LúcioManuel Wimmer,2018,http://link.springer.com/article/10.1007/s10270-016-0548-7,Article
A formalized framework for mobile cloud computing,Service Oriented Computing and Applications,,9,3 - 4,10.1007/s11761-014-0169-3,Michele AmorettiAlessandro GrazioliValerio SenniFrancesco TiezziFrancesco Zanichelli,2015,http://link.springer.com/article/10.1007/s11761-014-0169-3,Article
An empirical study of architecting for continuous delivery and deployment,Empirical Software Engineering,,24,3,10.1007/s10664-018-9651-4,Mojtaba ShahinMansooreh ZahediMuhammad Ali BabarLiming Zhu,2019,http://link.springer.com/article/10.1007/s10664-018-9651-4,Article
An interval-based SAT modulo ODE solver for model checking nonlinear hybrid systems,International Journal on Software Tools for Technology Transfer,,13,5,10.1007/s10009-011-0193-y,Daisuke IshiiKazunori UedaHiroshi Hosobe,2011,http://link.springer.com/article/10.1007/s10009-011-0193-y,Article
On the challenges of open-sourcing proprietary software projects,Empirical Software Engineering,,23,6,10.1007/s10664-018-9609-6,Gustavo PintoIgor SteinmacherLuiz Felipe DiasMarco Gerosa,2018,http://link.springer.com/article/10.1007/s10664-018-9609-6,Article
Model generation for quantified formulas with application to test data generation,International Journal on Software Tools for Technology Transfer,,14,4,10.1007/s10009-012-0227-0,Christoph D. Gladisch,2012,http://link.springer.com/article/10.1007/s10009-012-0227-0,Article
Formalised EMFTVM bytecode language for sound verification of model transformations,Software & Systems Modeling,,17,4,10.1007/s10270-016-0553-x,Zheng ChengRosemary MonahanJames F. Power,2018,http://link.springer.com/article/10.1007/s10270-016-0553-x,Article
Crash Processing for Selection of Unique Defects,Programming and Computer Software,,44,6,10.1134/S0361768818060154,F. V. NiskovA. N. FedotovSh. F. Kurmangaleev,2018,http://link.springer.com/article/10.1134/S0361768818060154,Article
Real-Time Big Data Stream Processing Using GPU with Spark Over Hadoop Ecosystem,International Journal of Parallel Programming,,46,3,10.1007/s10766-017-0513-2,M. Mazhar RathoreHojae SonAwais AhmadAnand PaulGwanggil Jeon,2018,http://link.springer.com/article/10.1007/s10766-017-0513-2,Article
Integrated environment for the analysis and design of distributed real-time embedded computing systems,Programming and Computer Software,,39,5,10.1134/S0361768813050058,R. L. SmelyanskyA. G. BakhmurovD. Yu. VolkanovE. V. Chemeritskii,2013,http://link.springer.com/article/10.1134/S0361768813050058,Article
"First international Competition on Runtime Verification: rules, benchmarks, tools, and final results of CRV 2014",International Journal on Software Tools for Technology Transfer,,21,1,10.1007/s10009-017-0454-5,Ezio BartocciYliès FalconeBorzoo BonakdarpourChristian ColomboNormann DeckerKlaus HavelundYogi JoshiFelix KlaedtkeReed MilewiczGiles RegerGrigore RosuJulien SignolesDaniel ThomaEugen ZalinescuYi Zhang,2019,http://link.springer.com/article/10.1007/s10009-017-0454-5,Article
A framework for qualitative assessment of domain-specific languages,Software & Systems Modeling,,14,4,10.1007/s10270-013-0387-8,Gökhan KahramanSemih Bilgen,2015,http://link.springer.com/article/10.1007/s10270-013-0387-8,Article
16 Years of RoboCup Rescue,KI - Künstliche Intelligenz,,30,3 - 4,10.1007/s13218-016-0444-x,Raymond ShehSören SchwertfegerArnoud Visser,2016,http://link.springer.com/article/10.1007/s13218-016-0444-x,Article
Declarative Web services composition using proofs,Service Oriented Computing and Applications,,12,3 - 4,10.1007/s11761-018-0234-4,Sana BaccarMohsen RouachedRuben VerborghMohamed Abid,2018,http://link.springer.com/article/10.1007/s11761-018-0234-4,Article
Slicing ATL model transformations for scalable deductive verification and fault localization,International Journal on Software Tools for Technology Transfer,,20,6,10.1007/s10009-018-0491-8,Zheng ChengMassimo Tisi,2018,http://link.springer.com/article/10.1007/s10009-018-0491-8,Article
Toward a cloud-based mobile device: Scriptable web applications as first-class citizens,Service Oriented Computing and Applications,,6,4,10.1007/s11761-012-0110-6,Tommi MikkonenMikko TerhoMikko KuusipaloPekka ReijulaArto Salminen,2012,http://link.springer.com/article/10.1007/s11761-012-0110-6,Article
Managing design-time uncertainty,Software & Systems Modeling,,18,2,10.1007/s10270-017-0594-9,Michalis FamelisMarsha Chechik,2019,http://link.springer.com/article/10.1007/s10270-017-0594-9,Article
ESSMArT way to manage customer requests,Empirical Software Engineering,,,,10.1007/s10664-019-09721-w,Maleknaz NayebiLiam DickeRon IttyipeChris CarlsonGuenther Ruhe,2019,http://link.springer.com/article/10.1007/s10664-019-09721-w,Article
Evaluation of Kermeta for solving graph-based problems,International Journal on Software Tools for Technology Transfer,,12,3 - 4,10.1007/s10009-010-0150-1,Naouel MohaSagar SenCyril FaucherOlivier BaraisJean-Marc Jézéquel,2010,http://link.springer.com/article/10.1007/s10009-010-0150-1,Article
PRISM-games: verification and strategy synthesis for stochastic multi-player games with multiple objectives,International Journal on Software Tools for Technology Transfer,,20,2,10.1007/s10009-017-0476-z,Marta KwiatkowskaDavid ParkerClemens Wiltsche,2018,http://link.springer.com/article/10.1007/s10009-017-0476-z,Article
Cleaning up copy–paste clones with interactive merging,Automated Software Engineering,,25,3,10.1007/s10515-018-0238-5,Krishna NarasimhanChristoph ReichenbachJulia Lawall,2018,http://link.springer.com/article/10.1007/s10515-018-0238-5,Article
Using internal domain-specific languages to inherit tool support and modularity for model transformations,Software & Systems Modeling,,18,1,10.1007/s10270-017-0578-9,Georg HinkelThomas GoldschmidtErik BurgerRalf Reussner,2019,http://link.springer.com/article/10.1007/s10270-017-0578-9,Article
Web Service management system for bioinformatics research: a case study,Service Oriented Computing and Applications,,5,1,10.1007/s11761-011-0076-9,Kai XuQi YuQing LiuJi ZhangAthman Bouguettaya,2011,http://link.springer.com/article/10.1007/s11761-011-0076-9,Article
An overview of the MOP runtime verification framework,International Journal on Software Tools for Technology Transfer,,14,3,10.1007/s10009-011-0198-6,Patrick O’Neil MeredithDongyun JinDennis GriffithFeng ChenGrigore Roşu,2012,http://link.springer.com/article/10.1007/s10009-011-0198-6,Article
An automated testing experiment for layered embedded C code,International Journal on Software Tools for Technology Transfer,,11,3,10.1007/s10009-009-0108-3,Boutheina ChetaliQuang-Huy Nguyen,2009,http://link.springer.com/article/10.1007/s10009-009-0108-3,Article
Model-based Fault Localization: Finding Behavioral Outliers in Large-scale Computing Systems,New Generation Computing,,28,3,10.1007/s00354-009-0088-6,Naoya MaruyamaSatoshi Matsuoka,2010,http://link.springer.com/article/10.1007/s00354-009-0088-6,Article
GHOST: Building Blocks for High Performance Sparse Linear Algebra on Heterogeneous Systems,International Journal of Parallel Programming,,45,5,10.1007/s10766-016-0464-z,Moritz KreutzerJonas ThiesMelven Röhrig-ZöllnerAndreas PieperFaisal ShahzadMartin GalgonAchim BasermannHolger FehskeGeorg HagerGerhard Wellein,2017,http://link.springer.com/article/10.1007/s10766-016-0464-z,Article
Design and implementation of a service oriented architecture for peer-assisted video-on-demand,Service Oriented Computing and Applications,,3,4,10.1007/s11761-009-0049-4,Zhenghua FuChao LiangJun-Jang JengHui Lei,2009,http://link.springer.com/article/10.1007/s11761-009-0049-4,Article
Automated bug assignment: Ensemble-based machine learning in large scale industrial contexts,Empirical Software Engineering,,21,4,10.1007/s10664-015-9401-9,Leif JonssonMarkus BorgDavid BromanKristian SandahlSigrid EldhPer Runeson,2016,http://link.springer.com/article/10.1007/s10664-015-9401-9,Article
Storing and indexing XML documents upside down,Computer Science - Research and Development,,24,1 - 2,10.1007/s00450-009-0056-x,Christian MathisTheo HärderKarsten Schmidt,2009,http://link.springer.com/article/10.1007/s00450-009-0056-x,Article
Automated refactoring of legacy Java software to enumerated types,Automated Software Engineering,,24,4,10.1007/s10515-016-0208-8,Raffi Khatchadourian,2017,http://link.springer.com/article/10.1007/s10515-016-0208-8,Article
Evaluating robustness of cloud-based systems,Journal of Cloud Computing,,4,1,10.1186/s13677-015-0043-7,Franck ChauvelHui SongNicolas FerryFranck Fleurey,2015,http://link.springer.com/article/10.1186/s13677-015-0043-7,Article
An architecture for integrated intelligence in urban management using cloud computing,"Journal of Cloud Computing: Advances, Systems and Applications",,1,1,10.1186/2192-113X-1-1,Zaheer KhanDavid LudlowRichard McClatcheyAshiq Anjum,2012,http://link.springer.com/article/10.1186/2192-113X-1-1,Article
Looking back at UML,Software & Systems Modeling,,11,4,10.1007/s10270-012-0256-x,Steve Cook,2012,http://link.springer.com/article/10.1007/s10270-012-0256-x,Article
Prototype of a Verified Program Code Execution System,Programming and Computer Software,,44,3,10.1134/S0361768818030039,A. V. KozachokE. V. Kochetkov,2018,http://link.springer.com/article/10.1134/S0361768818030039,Article
An empirical study of Android Wear user complaints,Empirical Software Engineering,,23,6,10.1007/s10664-018-9615-8,Suhaib MujahidGiancarlo SierraRabe AbdalkareemEmad ShihabWeiyi Shang,2018,http://link.springer.com/article/10.1007/s10664-018-9615-8,Article
Computational Intelligence and Citizen Communication in the Smart City,Informatik-Spektrum,,40,1,10.1007/s00287-016-1007-0,Fabio Aurelio D’AsaroMattia Antonino Di GangiValerio PerticoneMarco Elio Tabacchi,2017,http://link.springer.com/article/10.1007/s00287-016-1007-0,Article
Automatic construction of systems of distributed components from nested Petri nets models,Programming and Computer Software,,42,5,10.1134/S0361768816050029,L. W. DworzanskiI. A. Lomazova,2016,http://link.springer.com/article/10.1134/S0361768816050029,Article
A repository for scalable model management,Software & Systems Modeling,,14,1,10.1007/s10270-013-0326-8,Javier Espinazo PagánJesús Sánchez CuadradoJesús García Molina,2015,http://link.springer.com/article/10.1007/s10270-013-0326-8,Article
An empirical assessment of baseline feature location techniques,Empirical Software Engineering,,,,10.1007/s10664-019-09734-5,Abdul RazzaqAndrew Le GearChris ExtonJim Buckley,2019,http://link.springer.com/article/10.1007/s10664-019-09734-5,Article
A guidance process to modernize legacy applications for SOA,Service Oriented Computing and Applications,,9,1,10.1007/s11761-013-0137-3,Youcef BaghdadiWisal Al-Bulushi,2015,http://link.springer.com/article/10.1007/s11761-013-0137-3,Article
User expectations in intelligent environments,Journal of Reliable Intelligent Environments,,4,4,10.1007/s40860-018-0068-z,Fulvio Corno,2018,http://link.springer.com/article/10.1007/s40860-018-0068-z,Article
Analyzing and automatically labelling the types of user issues that are raised in mobile app reviews,Empirical Software Engineering,,21,3,10.1007/s10664-015-9375-7,Stuart McIlroyNasir AliHammad KhalidAhmed E. Hassan,2016,http://link.springer.com/article/10.1007/s10664-015-9375-7,Article
Bridging the gap between formal semantics and implementation of triple graph grammars,Software & Systems Modeling,,13,1,10.1007/s10270-012-0247-y,Holger GieseStephan HildebrandtLeen Lambers,2014,http://link.springer.com/article/10.1007/s10270-012-0247-y,Article
A systematic approach for performance assessment using process mining,Empirical Software Engineering,,23,6,10.1007/s10664-018-9606-9,Simona BernardiJuan L. DomínguezAbel GómezChristophe JoubertJosé MerseguerDiego Perez-PalacinJosé I. RequenoAlberto Romeu,2018,http://link.springer.com/article/10.1007/s10664-018-9606-9,Article
An executable object-oriented semantics and its application to firewall verification,Software & Systems Modeling,,10,4,10.1007/s10270-010-0160-1,Kenro YatakeTakuya Katayama,2011,http://link.springer.com/article/10.1007/s10270-010-0160-1,Article
SERP-test: a taxonomy for supporting industry–academia communication,Software Quality Journal,,25,4,10.1007/s11219-016-9322-x,Emelie EngströmKai PetersenNauman bin AliElizabeth Bjarnason,2017,http://link.springer.com/article/10.1007/s11219-016-9322-x,Article
